district_id,province_name,district_name,pi_scenario,year,lambda_import_year,q_import_year,M_climate_mean,weighted_rate_pp_year
TUR.39.3_1,Isparta,Eğirdir,low,2036,0.0012956820256158784,1.2716873106211057e-4,1.2180477123792561,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2037,0.00131324414773692,1.2907532839412372e-4,1.236310682271279,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2038,0.0013543634171183604,1.3311656469827682e-4,1.2750211108490248,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2039,0.0014017786709424266,1.3777655536129085e-4,1.319658696687297,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2040,0.001283052053088236,1.2592920129017582e-4,1.206174487519587,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2041,0.001348055632078899,1.3249663135184164e-4,1.2690828470528472,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2042,0.0014928833391338672,1.4673029869571863e-4,1.4054263040490425,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2043,0.0014233651919224508,1.3989808033398887e-4,1.339980642797454,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2044,0.0015584167714097,1.529536753860361e-4,1.465040280265467,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2045,0.0015338544609157922,1.5075690385912832e-4,1.4439972741887057,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2046,0.0013848154054311777,1.3610940113939485e-4,1.3036891684156995,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2047,0.0014103062022637657,1.3861464234532495e-4,1.3276866707266106,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2048,0.001541604894694289,1.5130376771266274e-4,1.4492357114231684,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2049,0.0014238100213802007,1.39941798160792e-4,1.3403994134586765,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2050,0.0014500772960970372,1.425233417928773e-4,1.36512790777173,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2051,0.001416726852158103,1.392456642613782e-4,1.33373118814874,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2052,0.0014275708553085043,1.4011246242251474e-4,1.3420341969740086,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2053,0.0015977304965774485,1.5703455110105402e-4,1.5041313577260746,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2054,0.0014717559965870624,1.4465391605067435e-4,1.3855366348523184,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2055,0.0015544825904874103,1.5278421182540747e-4,1.4634169769579046,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2056,0.0015629535648766788,1.5339891315691023e-4,1.469305245211331,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2057,0.0016099463451757893,1.58235103087212e-4,1.5156315845601835,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2058,0.0015256939794424376,1.4995490033986592e-4,1.436314846178837,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2059,0.0015319585448541101,1.505705752837816e-4,1.4422124237858518,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2060,0.0015360863749686042,1.5076218284526544e-4,1.4440478418841924,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2061,0.0015662095360878257,1.5393672021679627e-4,1.474456940745894,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2062,0.0016869254982822526,1.6580044488756496e-4,1.5881011946053998,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2063,0.0015938196146756292,1.5665019624289123e-4,1.5004495808328584,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2064,0.0016658693430902552,1.634989431376077e-4,1.5660546850804258,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2065,0.0015765242320086195,1.549504335174312e-4,1.4841673867033136,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2066,0.0016293645873211647,1.6014349060045063e-4,1.5339122790175967,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2067,0.0016436896302903514,1.6155132595385702e-4,1.5473981412880313,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2068,0.0016539327284304367,1.6232750344458147e-4,1.5548332681313697,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2069,0.0015807880203271198,1.553694721262433e-4,1.4881813960839514,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2070,0.0017102865945214497,1.6809631070557884e-4,1.6100937679005116,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2071,0.0016567446892213102,1.6283434819797105e-4,1.5596884172211012,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2072,0.0016287064620692908,1.598518347176725e-4,1.5311184667097018,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2073,0.001763922320142323,1.7336746587082175e-4,1.6605874467444472,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2074,0.0016214528335510659,1.5936593908749686e-4,1.5264640067436615,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,low,2075,0.001804717842406882,1.7737670649209392e-4,1.6989931199601758,1.9441070114292855e-4
TUR.39.3_1,Isparta,Eğirdir,main,2024,0.001522098691923461,1.4938943705555818e-4,1,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2025,0.0018288112978220989,1.7974451910329758e-4,1.203212843421189,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2026,0.001768268906669411,1.737946338913332e-4,1.1633806969029414,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2027,0.001808722158486859,1.7777023574350181e-4,1.1899957644146502,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2028,0.0017544515920923304,1.7219221619890757e-4,1.1526531804568647,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2029,0.0019898112359179204,1.9556683306543032e-4,1.3091381969341958,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2030,0.0019328215782468132,1.899661871421765e-4,1.271643461350961,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2031,0.0018850972750052782,1.852760677262255e-4,1.2402446064479842,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2032,0.001993303142406494,1.956322214473616e-4,1.3095759548210726,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2033,0.001921783500743483,1.888814189056065e-4,1.2643812703619135,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2034,0.0018484953048834303,1.8167898383991687e-4,1.2161633774688125,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2035,0.0018012870797926368,1.7703954381320663e-4,1.1851040655660257,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2036,0.0018539883675640593,1.8196045294893715e-4,1.2180477123792561,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2037,0.0018791179550777903,1.8468844681640562e-4,1.236310682271279,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2038,0.001937955394869034,1.904707131138439e-4,1.2750211108490248,2.781819323442242e-4
