district_id,province_name,district_name,pi_scenario,year,month,V_TR,A_d,V_in_day,rate_pp_year,daily_rate,pi_weighted,seasonal_multiplier,M_climate,eta,days_in_month,d_days,lambda_import_per_day,lambda_import_window,lambda_import,expected_imported_cases_per_month,q_import_month
TUR.10.4_1,Artvin,Hopa,high,2024,1,0.003624691199245481,33820,58.187935602266435,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.6279892517689902,1,0.25,31,3,4.613424594433934e-5,1.3840273783301802e-4,0.0014301616242745196,0.0014301616242745196,1.3839316061592388e-4
TUR.10.4_1,Artvin,Hopa,high,2024,2,0.003624691199245481,33820,48.189872828582644,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.520085854004514,1,0.25,29,3,3.820729197709624e-5,1.1462187593128874e-4,0.001108011467335791,0.001108011467335791,1.1461530709500067e-4
TUR.10.4_1,Artvin,Hopa,high,2024,3,0.003624691199245481,33820,53.43220777329991,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.5766633896290498,1,0.25,31,3,4.2363671940725175e-5,1.270910158221755e-4,0.0013132738301624804,0.0013132738301624804,1.2708294010110865e-4
TUR.10.4_1,Artvin,Hopa,high,2024,4,0.003624691199245481,33820,73.00940943998869,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.7879489782849164,1,0.25,30,3,5.788543649973062e-5,1.7365630949919185e-4,0.0017365630949919186,0.0017365630949919186,1.7364123211505156e-4
TUR.10.4_1,Artvin,Hopa,high,2024,5,0.003624691199245481,33820,98.75598337593676,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.0658170884747757,1,0.25,31,3,7.829858162837272e-5,2.3489574488511815e-4,0.0024272560304795542,0.0024272560304795542,2.34868159039614e-4
TUR.10.4_1,Artvin,Hopa,high,2024,6,0.003624691199245481,33820,114.78044540727659,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.2387599814800696,1,0.25,30,3,9.100356015747461e-5,2.730106804724238e-4,0.0027301068047242386,0.0027301068047242386,2.7297341644783035e-4
TUR.10.4_1,Artvin,Hopa,high,2024,7,0.003624691199245481,33820,130.44252580992173,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.407791895937949,1,0.25,31,3,1.034212247784464e-4,3.1026367433533916e-4,0.003206057968131838,0.003206057968131838,3.102155475389612e-4
TUR.10.4_1,Artvin,Hopa,high,2024,8,0.003624691199245481,33820,154.89227697475835,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.6716641364809814,1,0.25,31,3,1.228061852834301e-4,3.684185558502903e-4,0.0038069917437863333,0.0038069917437863333,3.68350698067732e-4
TUR.10.4_1,Artvin,Hopa,high,2024,9,0.003624691199245481,33820,127.5718452681487,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.3768102756615694,1,0.25,30,3,1.0114520861167544e-4,3.0343562583502634e-4,0.0030343562583502633,0.0030343562583502633,3.033895939015263e-4
TUR.10.4_1,Artvin,Hopa,high,2024,10,0.003624691199245481,33820,121.66135101650853,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.3130216771444592,1,0.25,31,3,9.645907921671628e-5,2.8937723765014886e-4,0.002990231455718205,0.002990231455718205,2.893353720957448e-4
TUR.10.4_1,Artvin,Hopa,high,2024,11,0.003624691199245481,33820,72.92193862023956,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.7870049555407285,1,0.25,30,3,5.7816085348680295e-5,1.7344825604604088e-4,0.0017344825604604088,0.0017344825604604088,1.7343321476692708e-4
TUR.10.4_1,Artvin,Hopa,high,2024,12,0.003624691199245481,33820,58.04461884197614,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.6264425155919956,1,0.25,31,3,4.602061739576232e-5,1.3806185218728697e-4,0.001426639139268632,0.001426639139268632,1.3805232208841112e-4
TUR.10.4_1,Artvin,Hopa,high,2025,1,0.003624691199245481,33820,58.187935602266435,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,0.6279892517689902,1.203212843421189,0.25,31,3,5.550929935457832e-5,1.6652789806373498e-4,0.001720788279991928,0.001720788279991928,0.00016651403306300328
TUR.10.4_1,Artvin,Hopa,high,2025,2,0.003624691199245481,33820,48.189872828582644,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,0.520085854004514,1.203212843421189,0.25,28,3,4.597148960542712e-5,1.3791446881628136e-4,0.0012872017089519594,0.0012872017089519594,1.379049590530812e-4
TUR.10.4_1,Artvin,Hopa,high,2025,3,0.003624691199245481,33820,53.43220777329991,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,0.5766633896290498,1.203212843421189,0.25,31,3,5.097249774828935e-5,1.5291749324486804e-4,0.0015801474301969697,0.0015801474301969697,1.5290580196092307e-4
TUR.10.4_1,Artvin,Hopa,high,2025,4,0.003624691199245481,33820,73.00940943998869,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,0.7879489782849164,1.203212843421189,0.25,30,3,6.964847820013492e-5,2.0894543460040475e-4,0.0020894543460040476,0.0020894543460040476,2.089236070234035e-4
TUR.10.4_1,Artvin,Hopa,high,2025,5,0.003624691199245481,33820,98.75598337593676,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,1.0658170884747757,1.203212843421189,0.25,31,3,9.420982867893863e-5,2.826294860368159e-4,0.0029205046890470976,0.0029205046890470976,2.8258955008608755e-4
TUR.10.4_1,Artvin,Hopa,high,2025,6,0.003624691199245481,33820,114.78044540727659,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,1.2387599814800696,1.203212843421189,0.25,30,3,1.0949661709456116e-4,3.2848985128368347e-4,0.0032848985128368347,0.0032848985128368347,3.2843590439968207e-4
TUR.10.4_1,Artvin,Hopa,high,2025,7,0.003624691199245481,33820,130.44252580992173,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,1.407791895937949,1.203212843421189,0.25,31,3,1.2443770583722556e-4,3.7331311751167667e-4,0.003857568880953992,0.003857568880953992,3.7324344484002125e-4
TUR.10.4_1,Artvin,Hopa,high,2025,8,0.003624691199245481,33820,154.89227697475835,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,1.6716641364809814,1.203212843421189,0.25,31,3,1.4776193177008375e-4,4.432857953102512e-4,0.004580619884872596,0.004580619884872596,4.4318755867822635e-4
TUR.10.4_1,Artvin,Hopa,high,2025,9,0.003624691199245481,33820,127.5718452681487,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,1.3768102756615694,1.203212843421189,0.25,30,3,1.2169917483599108e-4,3.6509752450797323e-4,0.0036509752450797324,0.0036509752450797324,3.650308845170036e-4
TUR.10.4_1,Artvin,Hopa,high,2025,10,0.003624691199245481,33820,121.66135101650853,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,1.3130216771444592,1.203212843421189,0.25,31,3,1.1606076557895208e-4,3.481822967368562e-4,0.0035978837329475144,0.0035978837329475144,3.481216883154392e-4
TUR.10.4_1,Artvin,Hopa,high,2025,11,0.003624691199245481,33820,72.92193862023956,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,0.7870049555407285,1.203212843421189,0.25,30,3,6.956503403137401e-5,2.08695102094122e-4,0.00208695102094122,0.00208695102094122,2.0867332678609074e-4
TUR.10.4_1,Artvin,Hopa,high,2025,12,0.003624691199245481,33820,58.04461884197614,3.858537867424856e-4,1.27195679970208e-6,3.815863118705742e-6,0.6264425155919956,1.203212843421189,0.25,31,3,5.537258006960729e-5,1.6611774020882186e-4,0.001716549982157826,0.001716549982157826,1.66103943420981e-4
TUR.10.4_1,Artvin,Hopa,high,2026,1,0.003624691199245481,33820,58.187935602266435,3.858537867424856e-4,1.2298488967756488e-6,3.6895398839442706e-6,0.6279892517689902,1.1633806969029414,0.25,31,3,5.36716772922357e-5,1.610150318767071e-4,0.0016638219960593067,0.0016638219960593067,1.610020696521941e-4
TUR.10.4_1,Artvin,Hopa,high,2026,2,0.003624691199245481,33820,48.189872828582644,3.858537867424856e-4,1.2298488967756488e-6,3.6895398839442706e-6,0.520085854004514,1.1633806969029414,0.25,28,3,4.444961445081449e-5,1.3334884335244347e-4,0.0012445892046228056,0.0012445892046228056,1.3333995279063426e-4
TUR.10.4_1,Artvin,Hopa,high,2026,3,0.003624691199245481,33820,53.43220777329991,3.858537867424856e-4,1.2298488967756488e-6,3.6895398839442706e-6,0.5766633896290498,1.1633806969029414,0.25,31,3,4.928506541669677e-5,1.478551962500903e-4,0.0015278370279175999,0.0015278370279175999,1.4784426620928492e-4
