year,month,M_climate,deltaT_centered
2024,1,1,0
2024,2,1,0
2024,3,1,0
2024,4,1,0
2024,5,1,0
2024,6,1,0
2024,7,1,0
2024,8,1,0
2024,9,1,0
2024,10,1,0
2024,11,1,0
2024,12,1,0
2025,1,1.203212843421189,1.5631757186245316
2025,2,1.203212843421189,1.5631757186245316
2025,3,1.203212843421189,1.5631757186245316
2025,4,1.203212843421189,1.5631757186245316
2025,5,1.203212843421189,1.5631757186245316
2025,6,1.203212843421189,1.5631757186245316
2025,7,1.203212843421189,1.5631757186245316
2025,8,1.203212843421189,1.5631757186245316
2025,9,1.203212843421189,1.5631757186245316
2025,10,1.203212843421189,1.5631757186245316
2025,11,1.203212843421189,1.5631757186245316
2025,12,1.203212843421189,1.5631757186245316
2026,1,1.1633806969029414,1.2567745915610882
2026,2,1.1633806969029414,1.2567745915610882
2026,3,1.1633806969029414,1.2567745915610882
2026,4,1.1633806969029414,1.2567745915610882
2026,5,1.1633806969029414,1.2567745915610882
2026,6,1.1633806969029414,1.2567745915610882
2026,7,1.1633806969029414,1.2567745915610882
2026,8,1.1633806969029414,1.2567745915610882
2026,9,1.1633806969029414,1.2567745915610882
2026,10,1.1633806969029414,1.2567745915610882
2026,11,1.1633806969029414,1.2567745915610882
2026,12,1.1633806969029414,1.2567745915610882
2027,1,1.1899957644146502,1.4615058801126928
2027,2,1.1899957644146502,1.4615058801126928
2027,3,1.1899957644146502,1.4615058801126928
2027,4,1.1899957644146502,1.4615058801126928
2027,5,1.1899957644146502,1.4615058801126928
2027,6,1.1899957644146502,1.4615058801126928
2027,7,1.1899957644146502,1.4615058801126928
2027,8,1.1899957644146502,1.4615058801126928
2027,9,1.1899957644146502,1.4615058801126928
2027,10,1.1899957644146502,1.4615058801126928
2027,11,1.1899957644146502,1.4615058801126928
2027,12,1.1899957644146502,1.4615058801126928
2028,1,1.1526531804568647,1.1742552342835744
2028,2,1.1526531804568647,1.1742552342835744
2028,3,1.1526531804568647,1.1742552342835744
2028,4,1.1526531804568647,1.1742552342835744
2028,5,1.1526531804568647,1.1742552342835744
2028,6,1.1526531804568647,1.1742552342835744
2028,7,1.1526531804568647,1.1742552342835744
2028,8,1.1526531804568647,1.1742552342835744
2028,9,1.1526531804568647,1.1742552342835744
2028,10,1.1526531804568647,1.1742552342835744
2028,11,1.1526531804568647,1.1742552342835744
2028,12,1.1526531804568647,1.1742552342835744
2029,1,1.3091381969341958,2.3779861302630447
2029,2,1.3091381969341958,2.3779861302630447
2029,3,1.3091381969341958,2.3779861302630447
2029,4,1.3091381969341958,2.3779861302630447
2029,5,1.3091381969341958,2.3779861302630447
2029,6,1.3091381969341958,2.3779861302630447
2029,7,1.3091381969341958,2.3779861302630447
2029,8,1.3091381969341958,2.3779861302630447
2029,9,1.3091381969341958,2.3779861302630447
2029,10,1.3091381969341958,2.3779861302630447
2029,11,1.3091381969341958,2.3779861302630447
2029,12,1.3091381969341958,2.3779861302630447
2030,1,1.271643461350961,2.0895650873150853
2030,2,1.271643461350961,2.0895650873150853
2030,3,1.271643461350961,2.0895650873150853
2030,4,1.271643461350961,2.0895650873150853
2030,5,1.271643461350961,2.0895650873150853
2030,6,1.271643461350961,2.0895650873150853
2030,7,1.271643461350961,2.0895650873150853
2030,8,1.271643461350961,2.0895650873150853
2030,9,1.271643461350961,2.0895650873150853
2030,10,1.271643461350961,2.0895650873150853
2030,11,1.271643461350961,2.0895650873150853
2030,12,1.271643461350961,2.0895650873150853
2031,1,1.2402446064479842,1.8480354342152623
2031,2,1.2402446064479842,1.8480354342152623
2031,3,1.2402446064479842,1.8480354342152623
2031,4,1.2402446064479842,1.8480354342152623
2031,5,1.2402446064479842,1.8480354342152623
2031,6,1.2402446064479842,1.8480354342152623
2031,7,1.2402446064479842,1.8480354342152623
2031,8,1.2402446064479842,1.8480354342152623
2031,9,1.2402446064479842,1.8480354342152623
2031,10,1.2402446064479842,1.8480354342152623
2031,11,1.2402446064479842,1.8480354342152623
2031,12,1.2402446064479842,1.8480354342152623
2032,1,1.3095759548210726,2.3813534986236355
2032,2,1.3095759548210726,2.3813534986236355
2032,3,1.3095759548210726,2.3813534986236355
2032,4,1.3095759548210726,2.3813534986236355
2032,5,1.3095759548210726,2.3813534986236355
2032,6,1.3095759548210726,2.3813534986236355
2032,7,1.3095759548210726,2.3813534986236355
2032,8,1.3095759548210726,2.3813534986236355
2032,9,1.3095759548210726,2.3813534986236355
2032,10,1.3095759548210726,2.3813534986236355
2032,11,1.3095759548210726,2.3813534986236355
2032,12,1.3095759548210726,2.3813534986236355
2033,1,1.2643812703619135,2.0337020797070267
2033,2,1.2643812703619135,2.0337020797070267
2033,3,1.2643812703619135,2.0337020797070267
2033,4,1.2643812703619135,2.0337020797070267
2033,5,1.2643812703619135,2.0337020797070267
2033,6,1.2643812703619135,2.0337020797070267
2033,7,1.2643812703619135,2.0337020797070267
2033,8,1.2643812703619135,2.0337020797070267
2033,9,1.2643812703619135,2.0337020797070267
2033,10,1.2643812703619135,2.0337020797070267
2033,11,1.2643812703619135,2.0337020797070267
2033,12,1.2643812703619135,2.0337020797070267
2034,1,1.2161633774688125,1.6627952112985582
2034,2,1.2161633774688125,1.6627952112985582
2034,3,1.2161633774688125,1.6627952112985582
2034,4,1.2161633774688125,1.6627952112985582
2034,5,1.2161633774688125,1.6627952112985582
2034,6,1.2161633774688125,1.6627952112985582
2034,7,1.2161633774688125,1.6627952112985582
2034,8,1.2161633774688125,1.6627952112985582
2034,9,1.2161633774688125,1.6627952112985582
2034,10,1.2161633774688125,1.6627952112985582
2034,11,1.2161633774688125,1.6627952112985582
2034,12,1.2161633774688125,1.6627952112985582
2035,1,1.1851040655660257,1.4238774274309662
2035,2,1.1851040655660257,1.4238774274309662
