district_id,province_name,district_name,pi_scenario,year,month,V_TR,rate_pp_year,pi_weighted,seasonal_multiplier,M_climate,eta,days_in_month,d_days,lambda_import_per_day,lambda_import_window,lambda_import,expected_imported_cases_per_month,q_import_month,eta_sens,scale_factor
TUR.59.4_1,Mugla,Fethiye,high,2082,12,0.3169429862769339,3.858537867424856e-4,3.566802166243832e-5,0.6541469635058071,1.432778428344671,0.25,31,3,3.730560669093578e-6,1.1191682007280735e-5,1.1564738074190091e-4,1.1564738074190091e-4,1.1191619380679363e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,1,0.3169429862769339,3.858537867424856e-4,2.9797445133206146e-5,0.6281034622015411,1.246585034860882,0.25,31,3,3.116550110500678e-6,9.349650331502034e-6,9.661305342552101e-5,9.661305342552101e-5,9.349606623687556e-6,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,2,0.3169429862769339,3.858537867424856e-4,3.1053700799144046e-5,0.6545846179366359,1.246585034860882,0.25,28,3,3.247943379856271e-6,9.743830139568812e-6,9.094241463597558e-5,9.094241463597558e-5,9.743782668603096e-6,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,3,0.3169429862769339,3.858537867424856e-4,3.0917319547296707e-05,0.6517097770197132,1.246585034860882,0.25,31,3,3.2336791030494855e-6,9.701037309148457e-6,1.0024405219453407e-4,1.0024405219453407e-4,9.700990254213337e-6,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,4,0.3169429862769339,3.858537867424856e-4,3.80159882679143e-5,0.8013462854757657,1.246585034860882,0.25,30,3,3.976137279807543e-6,1.1928411839422627e-5,1.1928411839422627e-4,1.1928411839422627e-4,1.1928340696187867e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,5,0.3169429862769339,3.858537867424856e-4,5.233597461495876e-5,1.103207914941687,1.246585034860882,0.25,31,3,5.473881627779015e-6,1.6421644883337046e-5,1.6969033046114948e-4,1.6969033046114948e-4,1.6421510048880705e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,6,0.3169429862769339,3.858537867424856e-4,5.927125304461267e-5,1.2494033544433176,1.246585034860882,0.25,30,3,6.199250620310666e-6,1.8597751860932e-5,1.8597751860932e-4,1.8597751860932e-4,1.859757892386238e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,7,0.3169429862769339,3.858537867424856e-4,6.801506229447973e-5,1.4337240087847871,1.246585034860882,0.25,31,3,7.113775995289951e-6,2.1341327985869852e-5,2.205270558539885e-4,2.205270558539885e-4,2.134110026130731e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,8,0.3169429862769339,3.858537867424856e-4,7.278404238575398e-5,1.5342554185233497,1.246585034860882,0.25,31,3,7.612569276525774e-6,2.2837707829577322e-5,2.3598964757229899e-4,2.3598964757229899e-4,2.2837447051116122e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,9,0.3169429862769339,3.858537867424856e-4,6.265497345503412e-5,1.3207324366221658,1.246585034860882,0.25,30,3,6.553157949340378e-6,1.9659473848021136e-5,1.9659473848021133e-4,1.9659473848021133e-4,1.965928060188027e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,10,0.3169429862769339,3.858537867424856e-4,5.8996116223064554e-5,1.243603460048037,1.246585034860882,0.25,31,3,6.170473733978119e-6,1.8511421201934357e-5,1.912846857533217e-4,1.912846857533217e-4,1.8511249866626223e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,11,0.3169429862769339,3.858537867424856e-4,3.4402819522494354e-5,0.7251823004971923,1.246585034860882,0.25,30,3,3.598231677415902e-6,1.0794695032247706e-5,1.0794695032247706e-4,1.0794695032247706e-4,1.0794636769784205e-5,0.33,1.32
TUR.59.4_1,Mugla,Fethiye,high,2083,12,0.3169429862769339,3.858537867424856e-4,3.103293865702739e-5,0.6541469635058071,1.246585034860882,0.25,31,3,3.2457718427993637e-6,9.73731552839809e-6,1.0061892712678029e-4,1.0061892712678029e-4,9.737268120924014e-6,0.33,1.32
