district_label,month_name,CSI_mean
Eğirdir (Isparta),Jan,0.0022749653836717293
Eğirdir (Isparta),Feb,0.0028579177629864936
Eğirdir (Isparta),Mar,0.019119738523592722
Eğirdir (Isparta),Apr,0.15924380462886947
Eğirdir (Isparta),May,0.40150838725317434
Eğirdir (Isparta),Jun,0.6588214615222002
Eğirdir (Isparta),Jul,0.7850396254178547
Eğirdir (Isparta),Aug,0.8011893921543617
Eğirdir (Isparta),Sep,0.6541741736876876
Eğirdir (Isparta),Oct,0.3498937820396771
Eğirdir (Isparta),Nov,0.08085634456342335
Eğirdir (Isparta),Dec,0.0028886365857426935
Fethiye (Muğla),Jan,0.025115528670674472
Fethiye (Muğla),Feb,0.021596529575239918
Fethiye (Muğla),Mar,0.11143943811499121
Fethiye (Muğla),Apr,0.27494686294147214
Fethiye (Muğla),May,0.49590952575886116
Fethiye (Muğla),Jun,0.7418272476276451
Fethiye (Muğla),Jul,0.8339525238975543
Fethiye (Muğla),Aug,0.8396095774521238
Fethiye (Muğla),Sep,0.7281618865222494
Fethiye (Muğla),Oct,0.48159961347974295
Fethiye (Muğla),Nov,0.20556756967552683
Fethiye (Muğla),Dec,0.05515637351706569
Hopa (Artvin),Jan,0.004327830950571027
Hopa (Artvin),Feb,0.0044132593651872495
Hopa (Artvin),Mar,0.02465978718808743
Hopa (Artvin),Apr,0.20092595819318823
Hopa (Artvin),May,0.38402416467185635
Hopa (Artvin),Jun,0.5492536807788104
Hopa (Artvin),Jul,0.659317743732933
Hopa (Artvin),Aug,0.6949764052139012
Hopa (Artvin),Sep,0.5944803498646412
Hopa (Artvin),Oct,0.36454273920158387
Hopa (Artvin),Nov,0.14772881574585459
Hopa (Artvin),Dec,0.025331068190702834
Kartal (İstanbul),Jan,0.05630618966293594
Kartal (İstanbul),Feb,0.048376950963393714
Kartal (İstanbul),Mar,0.10369636637234125
Kartal (İstanbul),Apr,0.2705029653445048
Kartal (İstanbul),May,0.5171248140676997
Kartal (İstanbul),Jun,0.7196737347554121
Kartal (İstanbul),Jul,0.7898796188905894
Kartal (İstanbul),Aug,0.8087142261531931
Kartal (İstanbul),Sep,0.6998851435709239
Kartal (İstanbul),Oct,0.48686155742070414
Kartal (İstanbul),Nov,0.26604816446423885
Kartal (İstanbul),Dec,0.11535123207308352
Zonguldak,Jan,0.014192330084551029
Zonguldak,Feb,0.011011164197800518
Zonguldak,Mar,0.04460542272419268
Zonguldak,Apr,0.2090845325358584
Zonguldak,May,0.4247601848734495
Zonguldak,Jun,0.6308882147152748
Zonguldak,Jul,0.7245371944697175
Zonguldak,Aug,0.7625148184931154
Zonguldak,Sep,0.6274029725695007
Zonguldak,Oct,0.3927095430445582
Zonguldak,Nov,0.1732024635069735
Zonguldak,Dec,0.043662346908910465
