district_id,month,CSI_3_mean,CSI_4_mean,R_suit_mean,pr_mm_mean,delta_CSI
TUR.40.25_1,10,0.5044488786013788,0.4588375417840545,0.32200353133208165,6050.89584969759,-0.04561133681732428
TUR.40.25_1,11,0.271033617017732,0.278275212763299,0.3,9182.057735111737,0.007241595745567004
TUR.40.25_1,12,0.11570905661927572,0.1617817924644568,0.3,9111.40302417086,0.04607273584518107
TUR.59.4_1,1,0.02511533060174426,0.09383649795130819,0.3,8871.944867853406,0.06872116734956393
TUR.59.4_1,2,0.02159635925823941,0.09119726944367955,0.3,7248.8160039036175,0.06960091018544014
TUR.59.4_1,3,0.11184318902365964,0.15888239176774474,0.3,5432.052931774723,0.04703920274408509
TUR.59.4_1,4,0.2803934904693259,0.2874567524152796,0.3086465382531409,5165.193623059289,0.007063261945953752
TUR.59.4_1,5,0.5141685347484773,0.46062640106135805,0.3,4531.136899708311,-0.05354213368711934
TUR.59.4_1,6,0.7811493304266651,0.6828933076967328,0.3881252395069359,1153.0494934850658,-0.09825602272993235
TUR.59.4_1,7,0.8851753957125243,0.7871747370559679,0.49317276108629826,396.337223430806,-0.09800065865655654
TUR.59.4_1,8,0.8915815525984201,0.7828142408209804,0.4565123054886617,540.5372477966743,-0.1087673117774396
TUR.59.4_1,9,0.7659696280256008,0.6920294237863766,0.470208811068704,825.1927728759421,-0.07394020423922422
TUR.59.4_1,10,0.4988622178325806,0.45345087232023235,0.3172168357831875,2997.625780527858,-0.04541134551234827
TUR.59.4_1,11,0.20800227977532426,0.2310017098314932,0.3,7213.4410488818085,0.022999430056168932
TUR.59.4_1,12,0.055170055478018516,0.11637754160851388,0.3,8431.60166564898,0.06120748613049536
TUR.81.6_1,1,0.014192218159388157,0.08564416361954111,0.3,8529.396225538878,0.07145194546015295
TUR.81.6_1,2,0.011011077360308796,0.08325830802023158,0.3,8216.293421917608,0.07224723065992279
TUR.81.6_1,3,0.04461583969468381,0.10846187977101285,0.3,9835.690622722328,0.06384604007632905
TUR.81.6_1,4,0.2118351541282169,0.23387636559616268,0.3,6239.809961892651,0.022041211467945774
TUR.81.6_1,5,0.43826932239406446,0.4057680243700424,0.308264130297976,5367.799354560146,-0.03250129802402211
TUR.81.6_1,6,0.6594533587983975,0.5710409727623497,0.3058038146542063,4977.458452051313,-0.08841238603604783
TUR.81.6_1,7,0.7618172488399397,0.6549172242192169,0.33421715035704896,4550.828213143262,-0.1069000246207227
TUR.81.6_1,8,0.8039657687183115,0.6968870893632364,0.3756510512980109,2581.3840863212126,-0.10707867935507519
TUR.81.6_1,9,0.6556614031379309,0.5683302626290072,0.3063368411022363,4902.662058566906,-0.08733114050892367
TUR.81.6_1,10,0.4043792445166063,0.38010794362582007,0.3072940409534613,7654.489058229488,-0.02427130089078623
TUR.81.6_1,11,0.17472492670470266,0.20604369502852699,0.3,8124.095971823224,0.03131876832382433
TUR.81.6_1,12,0.043662002573959115,0.10774650193046933,0.3,9164.291724487295,0.06408449935651021
