district_id,month,CSI_3_mean,CSI_4_mean,R_suit_mean,pr_mm_mean,delta_CSI
TUR.10.4_1,1,0.004327796819939824,0.07824584761495486,0.3,18422.50097668616,0.07391805079501504
TUR.10.4_1,2,0.004413224560840795,0.07830991842063059,0.3,15092.141477300578,0.0738966938597898
TUR.10.4_1,3,0.02466428378216645,0.09349821283662482,0.3,16810.072552075846,0.06883392905445838
TUR.10.4_1,4,0.20366740341454584,0.22775055256090937,0.3,11832.723407062209,0.024083149146363537
TUR.10.4_1,5,0.39513621635198687,0.37135216226399015,0.3,14134.363750713283,-0.023784054087996706
TUR.10.4_1,6,0.5713160798002289,0.5034870598501717,0.3,16811.87372560062,-0.06782901995005723
TUR.10.4_1,7,0.6902755733515645,0.5927066800136734,0.3,15895.755993947163,-0.09756889333789118
TUR.10.4_1,8,0.7293713430224307,0.622028507266823,0.3,17534.265246558767,-0.10734283575560773
TUR.10.4_1,9,0.6199946837100844,0.5399960127825633,0.3,18518.33410482443,-0.07999867092752112
TUR.10.4_1,10,0.3745845155738976,0.3559383866804232,0.3,21649.70514011636,-0.018646128893474393
TUR.10.4_1,11,0.1486872024310105,0.18651540182325785,0.3,19558.918278127043,0.03782819939224737
TUR.10.4_1,12,0.025330868421960417,0.09399815131647031,0.3,15131.457607612954,0.06866728289450989
TUR.39.3_1,1,0.0022749474425817475,0.0767062105819363,0.3,8045.493265414742,0.07443126313935455
TUR.39.3_1,2,0.0028578952245513537,0.0771434214184135,0.3,6472.321232059853,0.07428552619386215
TUR.39.3_1,3,0.01912224933066062,0.08934168699799545,0.3,6304.271073496859,0.07021943766733484
TUR.39.3_1,4,0.16053148844457063,0.20204966588069623,0.326604198189073,5862.308539206425,0.0415181774361256
TUR.39.3_1,5,0.41366533780136394,0.38524900335102297,0.3,4821.94920012737,-0.028416334450340985
TUR.39.3_1,6,0.6900261262937329,0.6008338950970914,0.3332572015071667,1922.623270115529,-0.0891922311966416
TUR.39.3_1,7,0.8293337148008089,0.7345201004680857,0.4500792574699162,649.1961661194781,-0.09481361433272316
TUR.39.3_1,8,0.8473871286073867,0.7470006417532127,0.44584118119069033,269.9333728331265,-0.10038648685417412
TUR.39.3_1,9,0.6848644589949312,0.6124247786460352,0.3951057375993471,1346.399418482862,-0.07243968034889604
TUR.39.3_1,10,0.35912999144298074,0.3443474935822356,0.3,3793.9539570737634,-0.014782497860745179
TUR.39.3_1,11,0.08089881691412124,0.13567411268559093,0.3,6653.272838037051,0.05477529577146969
TUR.39.3_1,12,0.00288861380504929,0.07820264959643863,0.30414475697060667,7526.772650061555,0.07531403579138934
TUR.40.25_1,1,0.0563057456146781,0.11722930921100858,0.3,7306.975076675499,0.06092356359633047
TUR.40.25_1,2,0.04838748205221662,0.11129061153916246,0.3,5424.803576586722,0.06290312948694583
TUR.40.25_1,3,0.10390083755610588,0.1529256281670794,0.3,7146.8391585921845,0.04902479061097353
TUR.40.25_1,4,0.27566506912984845,0.2817488018473863,0.3,4324.734928263135,0.006083732717537882
TUR.40.25_1,5,0.5367783631913495,0.4793776250542272,0.3071754106428602,3099.1577571086655,-0.05740073813712234
TUR.40.25_1,6,0.7564271442364248,0.6503146711548055,0.3319772519099475,2573.9873265870383,-0.10611247308161936
TUR.40.25_1,7,0.8345423596069654,0.7254846869431574,0.3983116689517332,2112.7790423445376,-0.10905767266380809
TUR.40.25_1,8,0.8558635836436802,0.7428298355405107,0.40372859123100246,1323.554532559953,-0.11303374810316945
TUR.40.25_1,9,0.7346888431751085,0.6378512255074181,0.3473383725043473,3947.9191911114476,-0.09683761766769032
