district_id,month,R_suit_mean,pr_mm_mean,m_eff_factor
TUR.10.4_1,1,0.3,18422.50097668616,0.3
TUR.10.4_1,2,0.3,15092.141477300578,0.3
TUR.10.4_1,3,0.3,16810.072552075846,0.3
TUR.10.4_1,4,0.3,11832.723407062209,0.3
TUR.10.4_1,5,0.3,14134.363750713283,0.3
TUR.10.4_1,6,0.3,16811.87372560062,0.3
TUR.10.4_1,7,0.3,15895.755993947163,0.3
TUR.10.4_1,8,0.3,17534.265246558767,0.3
TUR.10.4_1,9,0.3,18518.33410482443,0.3
TUR.10.4_1,10,0.3,21649.70514011636,0.3
TUR.10.4_1,11,0.3,19558.918278127043,0.3
TUR.10.4_1,12,0.3,15131.457607612954,0.3
TUR.39.3_1,1,0.3,8045.493265414742,0.3
TUR.39.3_1,2,0.3,6472.321232059853,0.3
TUR.39.3_1,3,0.3,6304.271073496859,0.3
TUR.39.3_1,4,0.326604198189073,5862.308539206425,0.326604198189073
TUR.39.3_1,5,0.3,4821.94920012737,0.3
TUR.39.3_1,6,0.3332572015071667,1922.623270115529,0.3332572015071667
TUR.39.3_1,7,0.4500792574699162,649.1961661194781,0.4500792574699162
TUR.39.3_1,8,0.44584118119069033,269.9333728331265,0.44584118119069033
TUR.39.3_1,9,0.3951057375993471,1346.399418482862,0.3951057375993471
TUR.39.3_1,10,0.3,3793.9539570737634,0.3
TUR.39.3_1,11,0.3,6653.272838037051,0.3
TUR.39.3_1,12,0.30414475697060667,7526.772650061555,0.30414475697060667
TUR.40.25_1,1,0.3,7306.975076675499,0.3
TUR.40.25_1,2,0.3,5424.803576586722,0.3
TUR.40.25_1,3,0.3,7146.8391585921845,0.3
TUR.40.25_1,4,0.3,4324.734928263135,0.3
TUR.40.25_1,5,0.3071754106428602,3099.1577571086655,0.3071754106428602
TUR.40.25_1,6,0.3319772519099475,2573.9873265870383,0.3319772519099475
TUR.40.25_1,7,0.3983116689517332,2112.7790423445376,0.3983116689517332
TUR.40.25_1,8,0.40372859123100246,1323.554532559953,0.40372859123100246
TUR.40.25_1,9,0.3473383725043473,3947.9191911114476,0.3473383725043473
TUR.40.25_1,10,0.32200353133208165,6050.89584969759,0.32200353133208165
TUR.40.25_1,11,0.3,9182.057735111737,0.3
TUR.40.25_1,12,0.3,9111.40302417086,0.3
TUR.59.4_1,1,0.3,8871.944867853406,0.3
TUR.59.4_1,2,0.3,7248.8160039036175,0.3
TUR.59.4_1,3,0.3,5432.052931774723,0.3
TUR.59.4_1,4,0.3086465382531409,5165.193623059289,0.3086465382531409
TUR.59.4_1,5,0.3,4531.136899708311,0.3
TUR.59.4_1,6,0.3881252395069359,1153.0494934850658,0.3881252395069359
TUR.59.4_1,7,0.49317276108629826,396.337223430806,0.49317276108629826
TUR.59.4_1,8,0.4565123054886617,540.5372477966743,0.4565123054886617
TUR.59.4_1,9,0.470208811068704,825.1927728759421,0.470208811068704
TUR.59.4_1,10,0.3172168357831875,2997.625780527858,0.3172168357831875
TUR.59.4_1,11,0.3,7213.4410488818085,0.3
TUR.59.4_1,12,0.3,8431.60166564898,0.3
TUR.81.6_1,1,0.3,8529.396225538878,0.3
TUR.81.6_1,2,0.3,8216.293421917608,0.3
TUR.81.6_1,3,0.3,9835.690622722328,0.3
TUR.81.6_1,4,0.3,6239.809961892651,0.3
TUR.81.6_1,5,0.308264130297976,5367.799354560146,0.308264130297976
TUR.81.6_1,6,0.3058038146542063,4977.458452051313,0.3058038146542063
TUR.81.6_1,7,0.33421715035704896,4550.828213143262,0.33421715035704896
TUR.81.6_1,8,0.3756510512980109,2581.3840863212126,0.3756510512980109
TUR.81.6_1,9,0.3063368411022363,4902.662058566906,0.3063368411022363
TUR.81.6_1,10,0.3072940409534613,7654.489058229488,0.3072940409534613
TUR.81.6_1,11,0.3,8124.095971823224,0.3
TUR.81.6_1,12,0.3,9164.291724487295,0.3
