district_id,month,CSI_3_mean,CSI_4_mean,R_suit_mean,pr_mm_mean,delta_CSI
TUR.10.4_1,1,0.012580651960449996,0.0844354889703375,0.3,18605.161741376618,0.0718548370098875
TUR.10.4_1,2,0.011797943740441578,0.08384845780533118,0.3,14576.917371121848,0.0720505140648896
TUR.10.4_1,3,0.04306028669108291,0.10729521501831218,0.3,15709.617120772797,0.06423492832722927
TUR.10.4_1,4,0.22929749755808562,0.24697312316856423,0.3,13212.12239245579,0.01767562561047859
TUR.10.4_1,5,0.3979152423309445,0.3734364317482084,0.3,14118.185408691179,-0.02447881058273612
TUR.10.4_1,6,0.5937185582043767,0.5202889186532825,0.3,16023.48273811999,-0.07342963955109418
TUR.10.4_1,7,0.7072280179923836,0.6054210134942877,0.3,13765.61980550349,-0.10180700449809593
TUR.10.4_1,8,0.7521344501183831,0.6391008375887873,0.3,15815.292313605387,-0.11303361252959582
TUR.10.4_1,9,0.6395004764090718,0.5546253573068038,0.3,17843.659770818016,-0.08487511910226797
TUR.10.4_1,10,0.4068606605182238,0.3801454953886678,0.3,25102.27430817926,-0.026715165129555934
TUR.10.4_1,11,0.17876908857258927,0.20907681642944195,0.3,22701.90130290418,0.03030772785685268
TUR.10.4_1,12,0.031407206064655774,0.09855540454849183,0.3,17185.016127653496,0.06714819848383606
TUR.39.3_1,1,0.003934677729781586,0.07795100829733619,0.3,7366.532357535891,0.0740163305675546
TUR.39.3_1,2,0.0035711433628069604,0.07767835752210522,0.3,6440.190852956515,0.07410721415929826
TUR.39.3_1,3,0.028119065748824397,0.0960892993116183,0.3,7172.664265595956,0.0679702335627939
TUR.39.3_1,4,0.17161843252307452,0.2037138243923059,0.3,6070.593720650458,0.03209539186923136
TUR.39.3_1,5,0.4427479936080037,0.4122445523901223,0.3207342287364781,3883.8847358604517,-0.030503441217881382
TUR.39.3_1,6,0.7098593566809558,0.625130084285338,0.3709422670984847,1672.5207498694585,-0.0847292723956178
TUR.39.3_1,7,0.8373522188939231,0.7509880365243691,0.4918954894157071,447.0588725894416,-0.08636418236955402
TUR.39.3_1,8,0.8351808693265617,0.7494703955131892,0.4923389740730717,393.7831349039226,-0.08571047381337252
TUR.39.3_1,9,0.6915325428595331,0.6197809502718158,0.40452617250866346,1009.1018823654929,-0.07175159258771745
TUR.39.3_1,10,0.3983704964261644,0.37882914102550475,0.3202050748235257,3295.2931875061286,-0.019541355400659648
TUR.39.3_1,11,0.09971453790919439,0.1497859034318958,0.3,6713.2941693464745,0.0500713655227014
TUR.39.3_1,12,0.004737187319872099,0.07855289048990408,0.3,6172.015262569298,0.07381570317003197
TUR.40.25_1,1,0.0867243836192097,0.14004328771440727,0.3,7060.618384333493,0.05331890409519757
TUR.40.25_1,2,0.06672984971694668,0.12504738728771,0.3,5913.5928110207315,0.05831753757076333
TUR.40.25_1,3,0.12863572009566535,0.171476790071749,0.3,7017.131058168703,0.04284106997608366
TUR.40.25_1,4,0.2894447758702735,0.2955149544517247,0.3137254901960784,4764.468956657519,0.006070178581451234
TUR.40.25_1,5,0.5436445320600414,0.4880324336592167,0.32119613845674266,2545.8324499449604,-0.055612098400824685
TUR.40.25_1,6,0.760916260311899,0.6540304389940725,0.3333729750405935,2232.3392426509736,-0.10688582131782641
TUR.40.25_1,7,0.8316586954994329,0.715081253167834,0.36534892617303727,1342.583121292745,-0.11657744233159895
TUR.40.25_1,8,0.836714257144185,0.7092740551500947,0.32695344916782393,1200.837342217858,-0.12744020199409029
TUR.40.25_1,9,0.7399493080573156,0.6418805341383194,0.3476742123813308,4092.873401577869,-0.09806877391899625
TUR.40.25_1,10,0.5193646567438993,0.46679606315190264,0.3090902823759128,6441.214764723772,-0.052568593591996615
TUR.40.25_1,11,0.2955904860936653,0.29669286457024896,0.3,8218.115047571056,0.0011023784765836816
TUR.40.25_1,12,0.12637613633163922,0.16978210224872942,0.3,8092.192632379893,0.04340596591709019
TUR.59.4_1,1,0.04456479543325378,0.10842359657494033,0.3,8181.220775006941,0.06385880114168656
TUR.59.4_1,2,0.03482712900203915,0.10112034675152937,0.3,7484.743586447022,0.06629321774949021
TUR.59.4_1,3,0.13713042330689215,0.1778478174801691,0.3,6387.901162147633,0.040717394173276966
TUR.59.4_1,4,0.2890746033356387,0.291805952501729,0.3,4972.247204048866,0.002731349166090321
TUR.59.4_1,5,0.5456364886820676,0.48974978599935354,0.32208967795121135,3247.1786124195683,-0.055886702682714055
TUR.59.4_1,6,0.7822578153567478,0.6949756824973976,0.4331292839193472,1023.1192442847394,-0.08728213285935019
TUR.59.4_1,7,0.8672030543764624,0.7792738782856365,0.5154863500131593,291.486778686549,-0.08792917609082579
TUR.59.4_1,8,0.8627859856788308,0.7611224823093772,0.45613197220101626,466.8593312662765,-0.10166350336945365
TUR.59.4_1,9,0.7592397395058357,0.6796077964930779,0.4407119674548047,600.4960449042607,-0.07963194301275776
TUR.59.4_1,10,0.5246054889980348,0.4769270337162242,0.3338916678707923,2652.0677832225533,-0.047678455281810625
TUR.59.4_1,11,0.23498749242943537,0.25124061932207653,0.3,7617.341853871765,0.016253126892641162
TUR.59.4_1,12,0.0626960284060484,0.12202202130453631,0.3,7122.107243258015,0.059325992898487896
TUR.81.6_1,1,0.023562221835819092,0.09267166637686432,0.3,8333.171118058375,0.06910944454104523
TUR.81.6_1,2,0.02071589603702676,0.09053692202777007,0.3,8102.17267019579,0.0698210259907433
TUR.81.6_1,3,0.06896080888456478,0.12672060666342358,0.3,9149.278541295014,0.057759797778858805
TUR.81.6_1,4,0.22142893514019046,0.24107170135514286,0.3,7139.721943945508,0.01964276621495238
TUR.81.6_1,5,0.45277656925975085,0.4145824269448132,0.3,5075.711128071441,-0.03819414231493771
TUR.81.6_1,6,0.678113287805744,0.5904477109523472,0.32745098039215687,4236.706058809788,-0.0876655768533968
TUR.81.6_1,7,0.7826141879604305,0.671703700274353,0.338972237216121,2788.5667313424237,-0.11091048768607739
TUR.81.6_1,8,0.8009026721208263,0.6830996351468873,0.32969052422507045,3169.698012047751,-0.11780303697393901
TUR.81.6_1,9,0.6674170511733057,0.5755627883799792,0.3,5468.910664407728,-0.09185426279332647
TUR.81.6_1,10,0.42341963766754015,0.39256472825065514,0.3,8739.992244743224,-0.03085490941688503
TUR.81.6_1,11,0.19510808726774223,0.22133106545080666,0.3,8236.357350250362,0.02622297818306444
TUR.81.6_1,12,0.047166263447004884,0.11123530846708879,0.3034424435273405,9927.986371051591,0.06406904502008391
