"district_id","province_name","district_name","year","population","scenario","baseline_year"
"TUR.81.6_1","Zonguldak","Merkez",2088,112556.763762804,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2089,111893.301461269,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2090,111215.621819933,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2091,110525.812434458,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2092,109826.023257259,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2093,109118.368995627,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2094,108404.918267082,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2095,107687.827801947,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2096,106969.055060048,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2097,106250.1901386,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2098,105532.718755036,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2099,104818.132049112,"main",2024
"TUR.81.6_1","Zonguldak","Merkez",2100,104107.875070812,"main",2024
