district_id,species,year_min,year_max,Lambda_import,p_ge1_major_mean,p_ge1_major_p2_5,p_ge1_major_p97_5,mean_q_import_mean,mean_q_import_p2_5,mean_q_import_p97_5,mean_p_month_major_mean,mean_p_month_major_p2_5,mean_p_month_major_p97_5,mean_p_est_mean,mean_p_est_p2_5,mean_p_est_p97_5,scenario,m_val,beta_vh,beta_hv,ip_days,gamma_day,p_base_mean,p_base_p2_5,p_base_p97_5,delta_abs,delta_pct
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,1.4497389687639917e-4,1.4497389687639917e-4,1.4497389687639917e-4,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,2.3689787251847521e-7,2.3689787251847521e-7,2.3689787251847521e-7,7.696286521890941e-4,7.696286521890941e-4,7.696286521890941e-4,base,1,0.3,0.33,5,0.2,1.4497389687639917e-4,1.4497389687639917e-4,1.4497389687639917e-4,0,0
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,4.877563908323168e-10,4.877563908323168e-10,4.877563908323168e-10,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,7.969889219956216e-13,7.969889219956216e-13,7.969889219956216e-13,3.519826365194622e-8,3.519826365194622e-8,3.519826365194622e-8,base,1,0.3,0.33,5,0.2,4.877563908323168e-10,4.877563908323168e-10,4.877563908323168e-10,0,0
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,0.2933003709700418,0.2933003709700418,0.2933003709700418,0.035963827508213475,0.035963827508213475,0.035963827508213475,5.657206825156201e-4,5.657206825156201e-4,5.657206825156201e-4,0.009939684494900179,0.009939684494900179,0.009939684494900179,base,1,0.3,0.33,5,0.2,0.2933003709700418,0.2933003709700418,0.2933003709700418,0,0
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,1.337896370001701e-5,1.337896370001701e-5,1.337896370001701e-5,0.011281805042226417,0.011281805042226417,0.011281805042226417,2.1861190666073008e-8,2.1861190666073008e-8,2.1861190666073008e-8,1.215864700534794e-6,1.215864700534794e-6,1.215864700534794e-6,base,1,0.3,0.33,5,0.2,1.337896370001701e-5,1.337896370001701e-5,1.337896370001701e-5,0,0
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,1.9465605952340148e-5,1.9465605952340148e-5,1.9465605952340148e-5,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,3.180682559819312e-8,3.180682559819312e-8,3.180682559819312e-8,7.799096294440485e-4,7.799096294440485e-4,7.799096294440485e-4,base,1,0.3,0.33,5,0.2,1.9465605952340148e-5,1.9465605952340148e-5,1.9465605952340148e-5,0,0
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,2.600105686312304e-10,2.600105686312304e-10,2.600105686312304e-10,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,4.2485422402269405e-13,4.2485422402269405e-13,4.2485422402269405e-13,1.3564205412469937e-9,1.3564205412469937e-9,1.3564205412469937e-9,m_050,0.5,0.3,0.33,5,0.2,1.4497389687639917e-4,1.4497389687639917e-4,1.4497389687639917e-4,-1.4497363686583054e-4,-99.99982065007961
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,0,0,0,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,3.0455716154692984e-21,3.0455716154692984e-21,3.0455716154692984e-21,1.3406124431339716e-16,1.3406124431339716e-16,1.3406124431339716e-16,m_050,0.5,0.3,0.33,5,0.2,4.877563908323168e-10,4.877563908323168e-10,4.877563908323168e-10,-4.877563908323168e-10,-100
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,6.905801797074673e-8,6.905801797074673e-8,6.905801797074673e-8,0.035963827508213475,0.035963827508213475,0.035963827508213475,1.1283990214105695e-10,1.1283990214105695e-10,1.1283990214105695e-10,1.909138131897362e-9,1.909138131897362e-9,1.909138131897362e-9,m_050,0.5,0.3,0.33,5,0.2,0.2933003709700418,0.2933003709700418,0.2933003709700418,-0.29330030191202383,-99.99997645484807
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,5.773159728050814e-14,5.773159728050814e-14,5.773159728050814e-14,0.011281805042226417,0.011281805042226417,0.011281805042226417,9.583561724117043e-17,9.583561724117043e-17,9.583561724117043e-17,5.323446839481245e-15,5.323446839481245e-15,5.323446839481245e-15,m_050,0.5,0.3,0.33,5,0.2,1.337896370001701e-5,1.337896370001701e-5,1.337896370001701e-5,-1.3378963642285413e-5,-99.99999956848977
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,8.871792189779626e-13,8.871792189779626e-13,8.871792189779626e-13,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,1.4500627269818967e-15,1.4500627269818967e-15,1.4500627269818967e-15,3.4882341931426586e-11,3.4882341931426586e-11,3.4882341931426586e-11,m_050,0.5,0.3,0.33,5,0.2,1.9465605952340148e-5,1.9465605952340148e-5,1.9465605952340148e-5,-1.946560506516093e-5,-99.99999544232416
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,1.5170691019750215e-5,1.5170691019750215e-5,1.5170691019750215e-5,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,2.4788736840164367e-8,2.4788736840164367e-8,2.4788736840164367e-8,7.926341265323355e-5,7.926341265323355e-5,7.926341265323355e-5,m_080,0.8,0.3,0.33,5,0.2,1.4497389687639917e-4,1.4497389687639917e-4,1.4497389687639917e-4,-1.2980320585664895e-4,-89.53557064642862
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,1.0734746425100639e-12,1.0734746425100639e-12,1.0734746425100639e-12,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,1.7545829183160278e-15,1.7545829183160278e-15,1.7545829183160278e-15,7.732865491729429e-11,7.732865491729429e-11,7.732865491729429e-11,m_080,0.8,0.3,0.33,5,0.2,4.877563908323168e-10,4.877563908323168e-10,4.877563908323168e-10,-4.866829161898067e-10,-99.77991582218364
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,0.012353246654071892,0.012353246654071892,0.012353246654071892,0.035963827508213475,0.035963827508213475,0.035963827508213475,2.0306427325382726e-5,2.0306427325382726e-5,2.0306427325382726e-5,3.468611531530041e-4,3.468611531530041e-4,3.468611531530041e-4,m_080,0.8,0.3,0.33,5,0.2,0.2933003709700418,0.2933003709700418,0.2933003709700418,-0.2809471243159699,-95.78819262545915
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,3.191396480417552e-8,3.191396480417552e-8,3.191396480417552e-8,0.011281805042226417,0.011281805042226417,0.011281805042226417,5.2147002447156026e-11,5.2147002447156026e-11,5.2147002447156026e-11,2.898141357980784e-9,2.898141357980784e-9,2.898141357980784e-9,m_080,0.8,0.3,0.33,5,0.2,1.337896370001701e-5,1.337896370001701e-5,1.337896370001701e-5,-1.3347049735212835e-5,-99.76146160853897
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,2.536375629524912e-7,2.536375629524912e-7,2.536375629524912e-7,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,4.1444050590963573e-10,4.1444050590963573e-10,4.1444050590963573e-10,9.998221301968206e-6,9.998221301968206e-6,9.998221301968206e-6,m_080,0.8,0.3,0.33,5,0.2,1.9465605952340148e-5,1.9465605952340148e-5,1.9465605952340148e-5,-1.9211968389387657e-5,-98.6969963145586
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,5.922073989037546e-4,5.922073989037546e-4,5.922073989037546e-4,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,9.679203915517963e-7,9.679203915517963e-7,9.679203915517963e-7,0.0032039058578781005,0.0032039058578781005,0.0032039058578781005,m_120,1.2,0.3,0.33,5,0.2,1.4497389687639917e-4,1.4497389687639917e-4,1.4497389687639917e-4,4.4723350202735546e-4,308.4924332334494
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,5.5921315578189024e-8,5.5921315578189024e-8,5.5921315578189024e-8,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,9.137470128054854e-11,9.137470128054854e-11,9.137470128054854e-11,4.055520581173933e-6,4.055520581173933e-6,4.055520581173933e-6,m_120,1.2,0.3,0.33,5,0.2,4.877563908323168e-10,4.877563908323168e-10,4.877563908323168e-10,5.543355918735671e-8,11365.00930162367
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,0.6847689541073614,0.6847689541073614,0.6847689541073614,0.035963827508213475,0.035963827508213475,0.035963827508213475,0.0018755337050104682,0.0018755337050104682,0.0018755337050104682,0.033993992291276,0.033993992291276,0.033993992291276,m_120,1.2,0.3,0.33,5,0.2,0.2933003709700418,0.2933003709700418,0.2933003709700418,0.3914685831373196,133.4701970688284
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,0.0012411632955006136,0.0012411632955006136,0.0012411632955006136,0.011281805042226417,0.011281805042226417,0.011281805042226417,2.029249008625018e-6,2.029249008625018e-6,2.029249008625018e-6,1.1310689978784906e-4,1.1310689978784906e-4,1.1310689978784906e-4,m_120,1.2,0.3,0.33,5,0.2,1.337896370001701e-5,1.337896370001701e-5,1.337896370001701e-5,0.0012277843318005965,9176.976328884393
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,1.2949879384072105e-4,1.2949879384072105e-4,1.2949879384072105e-4,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,2.1161248903130036e-7,2.1161248903130036e-7,2.1161248903130036e-7,0.005358857841619005,0.005358857841619005,0.005358857841619005,m_120,1.2,0.3,0.33,5,0.2,1.9465605952340148e-5,1.9465605952340148e-5,1.9465605952340148e-5,1.100331878883809e-4,565.2697797221809
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,0.004245589369741398,0.004245589369741398,0.004245589369741398,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,6.951637941587662e-6,6.951637941587662e-6,6.951637941587662e-6,0.024367807701241372,0.024367807701241372,0.024367807701241372,m_200,2,0.3,0.33,5,0.2,1.4497389687639917e-4,1.4497389687639917e-4,1.4497389687639917e-4,0.004100615472864999,2828.519865449346
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,2.1982119811059242e-4,2.1982119811059242e-4,2.1982119811059242e-4,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,3.5922391388923257e-7,3.5922391388923257e-7,3.5922391388923257e-7,0.016715535883763392,0.016715535883763392,0.016715535883763392,m_200,2,0.3,0.33,5,0.2,4.877563908323168e-10,4.877563908323168e-10,4.877563908323168e-10,2.198207103542016e-4,45067725.30014324
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,0.9874072103963968,0.9874072103963968,0.9874072103963968,0.035963827508213475,0.035963827508213475,0.035963827508213475,0.0070594885993158565,0.0070594885993158565,0.0070594885993158565,0.13547048638545897,0.13547048638545897,0.13547048638545897,m_200,2,0.3,0.33,5,0.2,0.2933003709700418,0.2933003709700418,0.2933003709700418,0.694106839426355,236.65392482481798
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,0.37342464138334863,0.37342464138334863,0.37342464138334863,0.011281805042226417,0.011281805042226417,0.011281805042226417,7.624622413656018e-4,7.624622413656018e-4,7.624622413656018e-4,0.04547021250656552,0.04547021250656552,0.04547021250656552,m_200,2,0.3,0.33,5,0.2,1.337896370001701e-5,1.337896370001701e-5,1.337896370001701e-5,0.3734112624196486,2791032.7794608925
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,0.001098939232279661,0.001098939232279661,0.001098939232279661,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,1.79662700784244e-6,1.79662700784244e-6,1.79662700784244e-6,0.04801423487326903,0.04801423487326903,0.04801423487326903,m_200,2,0.3,0.33,5,0.2,1.9465605952340148e-5,1.9465605952340148e-5,1.9465605952340148e-5,0.0010794736263273208,5545.543400859539
