district_id,year,species,Lambda_import_year,p_ge1_major_year_mean,p_ge1_major_year_p2_5,p_ge1_major_year_p97_5,mean_q_import_year_mean,mean_q_import_year_p2_5,mean_q_import_year_p97_5,mean_p_month_major_mean,mean_p_month_major_p2_5,mean_p_month_major_p97_5,mean_p_est_year_mean,mean_p_est_year_p2_5,mean_p_est_year_p97_5,mean_temp_c_year,mean_rh_year
TUR.10.4_1,2025,aegypti,1.3225350660816553,1.1809220268332865e-14,1.0325074129013956e-14,1.3211653993039363e-14,0.010766404833184121,0.010766404833184121,0.010766404833184121,9.841136885520936e-16,8.643398438860864e-16,1.1005100207478242e-15,5.483665373636389e-14,4.8162631290556606e-14,6.132247487578013e-14,11.25774147442437,82.59211403038665
TUR.10.4_1,2026,aegypti,1.5051332508328426,5.335446529031174e-13,4.597294767094695e-13,6.086520176751264e-13,0.012242466130653282,0.012242466130653282,0.012242466130653282,4.4461886752522844e-14,3.831205807085928e-14,5.07177690988292e-14,2.6416367334321695e-12,2.2762537225477312e-12,3.0133219993307607e-12,12.653347005130604,78.06356292870208
TUR.10.4_1,2027,aegypti,1.4328622598712504,7.675859947653408e-15,6.772360450213455e-15,8.659739592076221e-15,0.011658553016149145,0.011658553016149145,0.011658553016149145,6.365573728114319e-16,5.576434213658172e-16,7.143038415642541e-16,3.28155928356703e-14,2.8754545041328094e-14,3.681360771778941e-14,12.084069478824306,82.12509335981373
TUR.10.4_1,2028,aegypti,1.3629798417293557,0,0,0,0.011077932470278606,0.011077932470278606,0.011077932470278606,5.187999259926329e-19,5.124793473750079e-19,6.833057965000105e-19,2.8097894381555e-17,2.7755575615628914e-17,3.700743415417188e-17,12.151536239499418,80.23289734032318
TUR.10.4_1,2029,aegypti,1.2849942667939707,4.1370930110917745e-8,3.698314030575744e-8,4.559784873015005e-8,0.010462625849538942,0.010462625849538942,0.010462625849538942,3.447577509209236e-9,3.081928359696921e-9,3.79982072611818e-9,1.9766711651227527e-7,1.767025949471479e-7,2.1786300792049166e-7,11.571021723128426,82.09587913658783
TUR.10.4_1,2030,aegypti,1.5180704965675609,3.3917813002659614e-13,3.0219993174540604e-13,3.79718478882296e-13,0.012346950975495707,0.012346950975495707,0.012346950975495707,2.8264760115981292e-14,2.5180373276696325e-14,3.164217831820378e-14,1.6213800394885661e-12,1.4431423648690138e-12,1.8164742858021533e-12,12.018559153690505,82.68236404564544
TUR.10.4_1,2031,aegypti,1.4522133537422333,5.223312726343465e-9,4.626118421668934e-9,5.799919985949309e-9,0.011814938707765649,0.011814938707765649,0.011814938707765649,4.352760605724179e-10,3.855098680586287e-10,4.833266651438236e-10,2.2108108362793125e-8,1.9580433453560606e-8,2.4548646837078504e-8,12.263408753588367,81.00572067406341
TUR.10.4_1,2032,aegypti,1.2827021182947127,3.2420732765103823e-15,2.886579864025407e-15,3.6637359812630166e-15,0.010429352935296074,0.010429352935296074,0.010429352935296074,2.700751246680643e-16,2.365692968696728e-16,3.0441099161698575e-16,1.8420246809351206e-14,1.613500999475548e-14,2.076209574634428e-14,11.321999185596473,83.34326924787526
TUR.10.4_1,2033,aegypti,1.4769238144150556,0,0,0,0.012014595004727588,0.012014595004727588,0.012014595004727588,2.561058709955518e-18,2.3032404529979448e-18,2.8009332892164298e-18,1.4419946718173074e-16,1.295260195396016e-16,1.5728159515523052e-16,12.090877769703237,81.70063390241627
TUR.10.4_1,2034,aegypti,1.5033968243868066,4.4406479929870455e-9,4.011191256925173e-9,4.910768772181661e-9,0.0122284413004382,0.0122284413004382,0.0122284413004382,3.700539994418153e-10,3.3426593714172856e-10,4.0923073407541175e-10,1.816186392245937e-8,1.6405423386665435e-8,2.0084616903642827e-8,12.198136015052167,81.62732241458261
