district_id,province_name,district_name,pi_scenario,year,lambda_import_year,q_import_year,M_climate_mean,weighted_rate_pp_year
TUR.10.4_1,Artvin,Hopa,high,2024,0.026944131977684183,0.002641189471701222,1,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2025,0.02938306718848465,0.0028840043768659784,1.0920669637443554,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2026,0.02783936448365605,0.0027326942162541057,1.0346927801457857,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2027,0.027522356791313776,0.002701619015509249,1.022910682808236,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2028,0.027280272201862164,0.0026740954092359104,1.0124754719962425,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2029,0.027257502936541365,0.00267565553806437,1.013066966468568,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2030,0.026837488460285774,0.00263448036449232,0.9974564586022555,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2031,0.030425635176750312,0.0029861814859457603,1.1308156788507484,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2032,0.029383689830756274,0.0028799816372907516,1.090541498025257,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2033,0.02881639784336747,0.0028284634283577414,1.0710057886806905,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2034,0.029280056968497288,0.002873908268789971,1.088238423588898,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2035,0.0259447627422493,0.0025469583620776337,0.9642768860672727,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2036,0.028752268050406263,0.0028181814243635195,1.0671069728255305,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2037,0.028442531622607438,0.002791817993837875,1.0571104517281507,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2038,0.029510971789377928,0.0028965402594146594,1.0968207435945374,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2039,0.02847429440092168,0.002794931354495711,1.0582909662215443,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2040,0.029846977540956672,0.0029253233436503656,1.1077359131618554,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2041,0.029097965904800425,0.002856061138488575,1.0814707171151838,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2042,0.030919334477754964,0.0030345629433750076,1.1491648085898385,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2043,0.030359802873792828,0.002979729886066762,1.1283689153508025,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2044,0.031009108700336116,0.0030390513909076544,1.1508671403781745,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2045,0.02950539112193983,0.0028959933035548335,1.09661332912937,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2046,0.030610766209937305,0.003004324199569308,1.1376963717529034,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2047,0.030669442094680498,0.003010074326922463,1.1398771555432696,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2048,0.031154416182840504,0.003053270505300687,1.1562600691129385,3.858537867424856e-4
TUR.10.4_1,Artvin,Hopa,high,2049,0.03433279328202386,0.0033690102533001642,1.2760315324794949,3.858537867424856e-4
