district_id,year,species,Lambda_import_year,p_ge1_major_year_mean,p_ge1_major_year_p2_5,p_ge1_major_year_p97_5,mean_q_import_year_mean,mean_q_import_year_p2_5,mean_q_import_year_p97_5,mean_p_month_major_mean,mean_p_month_major_p2_5,mean_p_month_major_p97_5,mean_p_est_year_mean,mean_p_est_year_p2_5,mean_p_est_year_p97_5,mean_temp_c_year,mean_rh_year
TUR.10.4_1,2025,aegypti,0.018330974880161683,1.3557599487512562e-11,1.3557599487512562e-11,1.3557599487512562e-11,1.5013878490477417e-4,1.5013878490477417e-4,1.5013878490477417e-4,1.1297991872187972e-12,1.1297991872187972e-12,1.1297991872187972e-12,4.501701122983093e-9,4.501701122983093e-9,4.501701122983093e-9,11.25774147442437,82.59211403038665
TUR.10.4_1,2026,aegypti,0.020861873926758666,6.11900863312087e-10,6.11900863312087e-10,6.11900863312087e-10,1.7086594509779784e-4,1.7086594509779784e-4,1.7086594509779784e-4,5.0991737145241824e-11,5.0991737145241824e-11,5.0991737145241824e-11,2.1675872145336209e-7,2.1675872145336209e-7,2.1675872145336209e-7,12.653347005130604,78.06356292870208
TUR.10.4_1,2027,aegypti,0.01986016308077982,9.875877893250617e-12,9.875877893250617e-12,9.875877893250617e-12,1.6266234931059756e-4,1.6266234931059756e-4,1.6266234931059756e-4,8.229862963341211e-13,8.229862963341211e-13,8.229862963341211e-13,3.0318877038600553e-9,3.0318877038600553e-9,3.0318877038600553e-9,12.084069478824306,82.12509335981373
TUR.10.4_1,2028,aegypti,0.01889155900790684,7.327471962526033e-15,7.327471962526033e-15,7.327471962526033e-15,1.5451042071520926e-4,1.5451042071520926e-4,1.5451042071520926e-4,6.12626066270187e-16,6.12626066270187e-16,6.12626066270187e-16,2.377255799620078e-12,2.377255799620078e-12,2.377255799620078e-12,12.151536239499418,80.23289734032318
TUR.10.4_1,2029,aegypti,0.01781064126756222,7.893059896124655e-6,7.893059896124655e-6,7.893059896124655e-6,1.4587737748723387e-4,1.4587737748723387e-4,1.4587737748723387e-4,6.577549913446629e-7,6.577549913446629e-7,6.577549913446629e-7,0.002697391463602585,0.002697391463602585,0.002697391463602585,11.571021723128426,82.09587913658783
TUR.10.4_1,2030,aegypti,0.02104119040211249,3.807049120396755e-10,3.807049120396755e-10,3.807049120396755e-10,1.7233446444798553e-4,1.7233446444798553e-4,1.7233446444798553e-4,3.172540388282188e-11,3.172540388282188e-11,3.172540388282188e-11,1.3010175041923885e-7,1.3010175041923885e-7,1.3010175041923885e-7,12.018559153690505,82.68236404564544
TUR.10.4_1,2031,aegypti,0.02012837858957809,2.0820093256102012e-6,2.0820093256102012e-6,2.0820093256102012e-6,1.6485893046094824e-4,1.6485893046094824e-4,1.6485893046094824e-4,1.735007771385629e-7,1.735007771385629e-7,1.735007771385629e-7,6.295915723603662e-4,6.295915723603662e-4,6.295915723603662e-4,12.263408753588367,81.00572067406341
TUR.10.4_1,2032,aegypti,0.017778870982116418,3.927969061123804e-12,3.927969061123804e-12,3.927969061123804e-12,1.4541071499713878e-4,1.4541071499713878e-4,1.4541071499713878e-4,3.2733121883500223e-13,3.2733121883500223e-13,3.2733121883500223e-13,1.599046043724665e-9,1.599046043724665e-9,1.599046043724665e-9,11.321999185596473,83.34326924787526
TUR.10.4_1,2033,aegypti,0.020470877511147526,4.718447854656915e-14,4.718447854656915e-14,4.718447854656915e-14,1.676638559880983e-4,1.676638559880983e-4,1.676638559880983e-4,3.932963446185033e-15,3.932963446185033e-15,3.932963446185033e-15,1.5932866137546853e-11,1.5932866137546853e-11,1.5932866137546853e-11,12.090877769703237,81.70063390241627
TUR.10.4_1,2034,aegypti,0.020837806217417817,1.8300809809801422e-6,1.8300809809801422e-6,1.8300809809801422e-6,1.7066884145512198e-4,1.7066884145512198e-4,1.7066884145512198e-4,1.5250674841226612e-7,1.5250674841226612e-7,1.5250674841226612e-7,5.345712197454092e-4,5.345712197454092e-4,5.345712197454092e-4,12.198136015052167,81.62732241458261
TUR.10.4_1,2035,aegypti,0.02015741737404409,2.3203661214665772e-14,2.3203661214665772e-14,2.3203661214665772e-14,1.6509674652998943e-4,1.6509674652998943e-4,1.6509674652998943e-4,1.9287399752275188e-15,1.9287399752275188e-15,1.9287399752275188e-15,8.298722820043736e-12,8.298722820043736e-12,8.298722820043736e-12,11.97449657650249,81.1122626255608
TUR.10.4_1,2036,aegypti,0.022305577126221717,1.7785772854495008e-13,1.7785772854495008e-13,1.7785772854495008e-13,1.824301098293605e-4,1.824301098293605e-4,1.824301098293605e-4,1.4823005011669085e-14,1.4823005011669085e-14,1.4823005011669085e-14,5.761566224116166e-11,5.761566224116166e-11,5.761566224116166e-11,13.36302649310685,81.32179377383554
TUR.10.4_1,2037,aegypti,0.02221804240087016,2.213351849666978e-5,2.213351849666978e-5,2.213351849666978e-5,1.8197227922857792e-4,1.8197227922857792e-4,1.8197227922857792e-4,1.8444599673707366e-6,1.8444599673707366e-6,1.8444599673707366e-6,0.006066260018439897,0.006066260018439897,0.006066260018439897,13.86988756389873,80.50319661603932
TUR.10.4_1,2038,aegypti,0.02052274664436336,1.2662454551559676e-6,1.2662454551559676e-6,1.2662454551559676e-6,1.6808864210702637e-4,1.6808864210702637e-4,1.6808864210702637e-4,1.0552045459624763e-7,1.0552045459624763e-7,1.0552045459624763e-7,3.7555073866376204e-4,3.7555073866376204e-4,3.7555073866376204e-4,12.28173581094997,81.68036768740976
TUR.10.4_1,2039,aegypti,0.02268007797253915,1.0279554985004324e-11,1.0279554985004324e-11,1.0279554985004324e-11,1.8575608479818687e-4,1.8575608479818687e-4,1.8575608479818687e-4,8.566350885758506e-13,8.566350885758506e-13,8.566350885758506e-13,2.763031932880485e-9,2.763031932880485e-9,2.763031932880485e-9,13.127686275357572,80.00668261355722
TUR.10.4_1,2040,aegypti,0.019232529698652655,4.232516748192694e-8,4.232516748192694e-8,4.232516748192694e-8,1.5729890393674043e-4,1.5729890393674043e-4,1.5729890393674043e-4,3.5270972977985398e-9,3.5270972977985398e-9,3.5270972977985398e-9,1.592799701743049e-5,1.592799701743049e-5,1.592799701743049e-5,12.12288662127114,81.35170926557545
TUR.10.4_1,2041,aegypti,0.022978314059910587,1.3322676295501878e-15,1.3322676295501878e-15,1.3322676295501878e-15,1.8819845812874844e-4,1.8819845812874844e-4,1.8819845812874844e-4,1.0954063637959599e-16,1.0954063637959599e-16,1.0954063637959599e-16,3.4822145167368035e-13,3.4822145167368035e-13,3.4822145167368035e-13,13.09170783888754,81.78951253400807
TUR.10.4_1,2042,aegypti,0.02191467845713455,8.07446928208222e-8,8.07446928208222e-8,8.07446928208222e-8,1.7948789413526253e-4,1.7948789413526253e-4,1.7948789413526253e-4,6.728724411215557e-9,6.728724411215557e-9,6.728724411215557e-9,2.6542258912937156e-5,2.6542258912937156e-5,2.6542258912937156e-5,12.243462238028217,81.34447659955983
TUR.10.4_1,2043,aegypti,0.019879078555338655,2.0505819264826641e-13,2.0505819264826641e-13,2.0505819264826641e-13,1.6281725990271076e-4,1.6281725990271076e-4,1.6281725990271076e-4,1.709280343575191e-14,1.709280343575191e-14,1.709280343575191e-14,7.457300517839845e-11,7.457300517839845e-11,7.457300517839845e-11,11.600983625466196,83.3414852411207
TUR.10.4_1,2044,aegypti,0.0211162479733508,1.2511638603607267e-5,1.2511638603607267e-5,1.2511638603607267e-5,1.7270392964355286e-4,1.7270392964355286e-4,1.7270392964355286e-4,1.0426365502981774e-6,1.0426365502981774e-6,1.0426365502981774e-6,0.003611616170983748,0.003611616170983748,0.003611616170983748,12.397740392202703,78.66411516970956
TUR.10.4_1,2045,aegypti,0.02192611113165684,1.1097789354153065e-12,1.1097789354153065e-12,1.1097789354153065e-12,1.7958152162628194e-4,1.7958152162628194e-4,1.7958152162628194e-4,9.247651508868705e-14,9.247651508868705e-14,9.247651508868705e-14,3.594416523681569e-10,3.594416523681569e-10,3.594416523681569e-10,12.954491447224784,80.09505516197845
TUR.10.4_1,2046,aegypti,0.02224964781584731,2.2925400895656978e-5,2.2925400895656978e-5,2.2925400895656978e-5,1.8223110991862543e-4,1.8223110991862543e-4,1.8223110991862543e-4,1.9104500746381857e-6,1.9104500746381857e-6,1.9104500746381857e-6,0.006271697958648607,0.006271697958648607,0.006271697958648607,13.804312917902635,79.27783892459237
TUR.10.4_1,2047,aegypti,0.022099727356095597,2.6113874806221737e-5,2.6113874806221737e-5,2.6113874806221737e-5,1.8100334443800956e-4,1.8100334443800956e-4,1.8100334443800956e-4,2.17615623400547e-6,2.17615623400547e-6,2.17615623400547e-6,0.007192427986332896,0.007192427986332896,0.007192427986332896,12.903374128852851,79.55367269025807
TUR.10.4_1,2048,aegypti,0.023003821020401882,6.919961125539942e-5,6.919961125539942e-5,6.919961125539942e-5,1.881402078917719e-4,1.881402078917719e-4,1.881402078917719e-4,5.766634271281199e-6,5.766634271281199e-6,5.766634271281199e-6,0.01833637279122044,0.01833637279122044,0.01833637279122044,13.19078520269649,80.62452910250985
TUR.10.4_1,2049,aegypti,0.020869696886822248,8.588685318500211e-13,8.588685318500211e-13,8.588685318500211e-13,1.7093001158926166e-4,1.7093001158926166e-4,1.7093001158926166e-4,7.156900391587738e-14,7.156900391587738e-14,7.156900391587738e-14,2.50482560619029e-10,2.50482560619029e-10,2.50482560619029e-10,12.494356317633954,81.9372137974358
TUR.10.4_1,2050,aegypti,0.021320832830385796,5.303823269464658e-9,5.303823269464658e-9,5.303823269464658e-9,1.7462460223487594e-4,1.7462460223487594e-4,1.7462460223487594e-4,4.4198527910434135e-10,4.4198527910434135e-10,4.4198527910434135e-10,1.523311887546841e-6,1.523311887546841e-6,1.523311887546841e-6,12.92781553746717,80.51815022932057
TUR.10.4_1,2051,aegypti,0.02199202798200411,1.4277541260376836e-8,1.4277541260376836e-8,1.4277541260376836e-8,1.8012134518819814e-4,1.8012134518819814e-4,1.8012134518819814e-4,1.1897951028172358e-9,1.1897951028172358e-9,1.1897951028172358e-9,3.999067370299055e-6,3.999067370299055e-6,3.999067370299055e-6,12.447550141130455,80.22266346123382
TUR.10.4_1,2052,aegypti,0.021266523312484974,2.408713362367365e-5,2.408713362367365e-5,2.408713362367365e-5,1.7393286791636542e-4,1.7393286791636542e-4,1.7393286791636542e-4,2.0072611353565936e-6,2.0072611353565936e-6,2.0072611353565936e-6,0.006903881236923935,0.006903881236923935,0.006903881236923935,12.584206137373615,81.70499282982513
TUR.10.4_1,2053,aegypti,0.022106796399317504,3.250177904590146e-10,3.250177904590146e-10,3.250177904590146e-10,1.8106123602305382e-4,1.8106123602305382e-4,1.8106123602305382e-4,2.708481747733832e-11,2.708481747733832e-11,2.708481747733832e-11,9.124446732437323e-8,9.124446732437323e-8,9.124446732437323e-8,13.167613797698982,80.21398725019459
TUR.10.4_1,2054,aegypti,0.021637589066723143,1.0692535691303462e-6,1.0692535691303462e-6,1.0692535691303462e-6,1.772186771332914e-4,1.772186771332914e-4,1.772186771332914e-4,8.910446409179257e-8,8.910446409179257e-8,8.910446409179257e-8,3.007886031554478e-4,3.007886031554478e-4,3.007886031554478e-4,12.85984369448281,81.38191085961029
