district_id,year,species,Lambda_import_year,mean_p_est_year,mean_p_local_major,p_ge1_major_year,mean_q_import_year,mean_p_month_major,mean_temp_c_year,mean_rh_year
TUR.10.4_1,2025,aegypti,1.3225350660816553,2.1560373303826839e-10,2.1560373303826839e-10,4.643141426896591e-11,0.010766404833184121,3.8692836066202725e-12,11.25774147442437,82.59211403038665
TUR.10.4_1,2026,aegypti,1.5051332508328426,1.3355853548960295e-8,1.3355853548960295e-8,2.6975419675778767e-9,0.012242466130653282,2.2479515952990187e-10,12.653347005130604,78.06356292870208
TUR.10.4_1,2027,aegypti,1.4328622598712504,1.3062167660930307e-10,1.3062167660930307e-10,3.040034890489096e-11,0.011658553016149145,2.5333651349176017e-12,12.084069478824306,82.12509335981373
TUR.10.4_1,2028,aegypti,1.3629798417293557,1.615990489571099e-13,1.615990489571099e-13,3.574918139293004e-14,0.011077932470278606,2.9769251591650484e-15,12.151536239499418,80.23289734032318
TUR.10.4_1,2029,aegypti,1.2849942667939707,2.1524181408727746e-4,2.1524181408727746e-4,4.504924341730554e-5,0.010462625849538942,3.7541036181022085e-6,11.571021723128426,82.09587913658783
TUR.10.4_1,2030,aegypti,1.5180704965675609,5.581109908808779e-9,5.581109908808779e-9,1.1685397094396421e-9,0.012346950975495707,9.737830929507104e-11,12.018559153690505,82.68236404564544
TUR.10.4_1,2031,aegypti,1.4522133537422333,3.477648541501978e-5,3.477648541501978e-5,8.216372739067168e-6,0.011814938707765649,6.846977282542737e-7,12.263408753588367,81.00572067406341
TUR.10.4_1,2032,aegypti,1.2827021182947127,7.12651773704387e-11,7.12651773704387e-11,1.253852577320913e-11,0.010429352935296074,1.0448802279777567e-12,11.321999185596473,83.34326924787526
TUR.10.4_1,2033,aegypti,1.4769238144150556,6.880495802737604e-13,6.880495802737604e-13,1.4654943925052066e-13,0.012014595004727588,1.221315063236179e-14,12.090877769703237,81.70063390241627
TUR.10.4_1,2034,aegypti,1.5033968243868066,2.710358409548826e-5,2.710358409548826e-5,6.626933384823452e-6,0.0122284413004382,5.522444487350032e-7,12.198136015052167,81.62732241458261
TUR.10.4_1,2035,aegypti,1.454308431117209,4.625275024094932e-13,4.625275024094932e-13,9.225953334635051e-14,0.011831868361819486,7.691825705596944e-15,11.97449657650249,81.1122626255608
TUR.10.4_1,2036,aegypti,1.609292910577427,3.2242249564662375e-12,3.2242249564662375e-12,7.116529587847253e-13,0.01306491730320078,5.930670528638478e-14,13.36302649310685,81.32179377383554
TUR.10.4_1,2037,aegypti,1.6029774939378818,6.54970933515703e-4,6.54970933515703e-4,1.7060140607738639e-4,0.01303237074477188,1.4216786370003386e-5,13.86988756389873,80.50319661603932
TUR.10.4_1,2038,aegypti,1.4806660456915515,2.0898349332614866e-5,2.0898349332614866e-5,5.033253437702889e-6,0.012044827577859685,4.194377864722975e-7,12.28173581094997,81.68036768740976
TUR.10.4_1,2039,aegypti,1.6363122319594054,1.3137075060657792e-10,1.3137075060657792e-10,3.485822741566835e-11,0.013301320095357469,2.904859536471e-12,13.127686275357572,80.00668261355722
TUR.10.4_1,2040,aegypti,1.3875800442808002,8.104157244593022e-7,8.104157244593022e-7,1.541523214632079e-7,0.011276585195257418,1.2846026787914673e-8,12.12288662127114,81.35170926557545
TUR.10.4_1,2041,aegypti,1.6578292372522652,1.6183350955619363e-14,1.6183350955619363e-14,4.3298697960381105e-15,0.013474877879923713,3.6320416555584333e-16,13.09170783888754,81.78951253400807
TUR.10.4_1,2042,aegypti,1.581090526332609,1.0769845951613908e-6,1.0769845951613908e-6,2.341517699733231e-7,0.012855738095898406,1.9512647583950067e-8,12.243462238028217,81.34447659955983
TUR.10.4_1,2043,aegypti,1.4342269651615678,2.877359679224571e-12,2.877359679224571e-12,5.663247648612924e-13,0.011669582795745434,4.719681090645877e-14,11.600983625466196,83.3414852411207
TUR.10.4_1,2044,aegypti,1.523485717012002,3.3193797923672445e-4,3.3193797923672445e-4,8.211798379875734e-5,0.012373236387757733,6.843165316563756e-6,12.397740392202703,78.66411516970956
TUR.10.4_1,2045,aegypti,1.58191536587626,1.6561301469097955e-11,1.6561301469097955e-11,3.672950832367405e-12,0.012862395387080505,3.060827595600985e-13,12.954491447224784,80.09505516197845
TUR.10.4_1,2046,aegypti,1.6052577474355054,8.39548128153236e-4,8.39548128153236e-4,2.1902864692213697e-4,0.013050770817060445,1.825238724355662e-5,13.804312917902635,79.27783892459237
TUR.10.4_1,2047,aegypti,1.5944413524297327,0.0010500150844431925,0.0010500150844431925,2.721113211302528e-4,0.012963486495492615,2.267594343282645e-5,12.903374128852851,79.55367269025807
TUR.10.4_1,2048,aegypti,1.6596695021535828,0.007056436201981509,0.007056436201981509,0.0018999715370878745,0.013470738952962894,1.5833096142399327e-4,13.19078520269649,80.62452910250985
TUR.10.4_1,2049,aegypti,1.5056976582946542,1.0507836813629842e-11,1.0507836813629842e-11,2.5730528818712628e-12,0.012247024707740806,2.1442482652572325e-13,12.494356317633954,81.9372137974358
TUR.10.4_1,2050,aegypti,1.5382460147695916,6.836069377416654e-8,6.836069377416654e-8,1.7006774544192638e-8,0.012509868967377824,1.417231212830484e-9,12.92781553746717,80.51815022932057
TUR.10.4_1,2051,aegypti,1.5866711056336835,1.5356052946171686e-7,1.5356052946171686e-7,3.908353896076022e-8,0.012900778027621193,3.2569615914828744e-9,12.447550141130455,80.22266346123382
TUR.10.4_1,2052,aegypti,1.534327715698463,8.838771177673618e-4,8.838771177673618e-4,2.202017954997526e-4,0.012460662905472744,1.8350149626353468e-5,12.584206137373615,81.70499282982513
TUR.10.4_1,2053,aegypti,1.594951366632782,3.5298246438969505e-9,3.5298246438969505e-9,8.93645046851077e-10,0.012967602320137236,7.447041977024152e-11,13.167613797698982,80.21398725019459
TUR.10.4_1,2054,aegypti,1.5610992035767817,1.3847461911166402e-5,1.3847461911166402e-5,3.514325889741876e-6,0.012694372180264072,2.928604908120834e-7,12.85984369448281,81.38191085961029
TUR.10.4_1,2055,aegypti,1.532934256272023,1.5393906686804923e-7,1.5393906686804923e-7,3.8370473021132057e-8,0.012466979313663409,3.1975394213793936e-9,12.264643468771942,80.91435740298593
TUR.10.4_1,2056,aegypti,1.696420306606808,9.016739820293569e-8,9.016739820293569e-8,2.4809291510052844e-8,0.013766674361445158,2.067440956052702e-9,13.506800048862464,79.49361727542245
TUR.10.4_1,2057,aegypti,1.4561563561462005,1.0866086430620185e-7,1.0866086430620185e-7,2.573089452617694e-8,0.011846800581512116,2.1442412031349976e-9,11.722047225450046,83.35998143659596
TUR.10.4_1,2058,aegypti,1.5736579256006242,1.4793752126141042e-4,1.4793752126141042e-4,3.7843634061229814e-5,0.0127957471621478,3.1536361717729627e-6,13.30204035174307,80.34041235751474
TUR.10.4_1,2059,aegypti,1.5091806453643197,0.0026796620494299694,0.0026796620494299694,6.576827270433627e-4,0.012275155386668605,5.480689393024116e-5,12.420829150393176,81.23531649417245
TUR.10.4_1,2060,aegypti,1.564110551213254,0.0044800697040241425,0.0044800697040241425,0.0011370752601137513,0.01270077699203151,9.475642901951075e-5,12.802069133335916,80.37156031436288
TUR.10.4_1,2061,aegypti,1.4574255583244853,8.685314956835566e-4,8.685314956835566e-4,2.0592464186308668e-4,0.011857056262721303,1.7160387356422683e-5,12.072583549533851,81.57179123070404
TUR.10.4_1,2062,aegypti,1.571891083778079,8.79839237141448e-7,8.79839237141448e-7,1.9260351336036763e-7,0.01278148579579307,1.6050293054583345e-8,12.755454205785759,80.97219584292733
TUR.10.4_1,2063,aegypti,1.7195205050035396,0.002067142082051328,0.002067142082051328,5.772296953223677e-4,0.013972291094913547,4.8102474994001164e-5,13.285780145043699,80.08597363935475
TUR.10.4_1,2064,aegypti,1.5592168973892693,1.4151390761649798e-5,1.4151390761649798e-5,3.5662174976414107e-6,0.012661328132017072,2.9718481638685087e-7,12.904704136962263,83.29206774539315
TUR.10.4_1,2065,aegypti,1.6190923494251404,1.269932954330033e-8,1.269932954330033e-8,3.2716527265108653e-09,0.013162398112779639,2.7263773430006726e-10,13.680283579542804,80.53984059797291
TUR.10.4_1,2066,aegypti,1.5803127220862447,0.006340717257397651,0.006340717257397651,0.0016287929242737587,0.012849460380282118,1.357327436895027e-4,12.998796108677555,83.32582272993092
TUR.10.4_1,2067,aegypti,1.6390237754184598,1.312252926275829e-10,1.312252926275829e-10,3.494726730224329e-11,0.013323193528701547,2.91227296512566e-12,13.227474444423683,81.38741673933033
TUR.10.4_1,2068,aegypti,1.574986227837848,1.5096225273305195e-7,1.5096225273305195e-7,3.2558244655866986e-8,0.012788441859185937,2.71318705882816e-9,13.124037204498617,80.85209264265065
TUR.10.4_1,2069,aegypti,1.6646730165650176,7.639797899584595e-5,7.639797899584595e-5,2.066043252757499e-5,0.013530073012711705,1.7217027132595925e-6,13.51135628751374,78.89603255099618
TUR.10.4_1,2070,aegypti,1.5559784771266478,9.84518127877561e-4,9.84518127877561e-4,2.490484521779912e-4,0.012653033866658595,2.075403768156937e-5,12.91664934487598,81.49115552412037
TUR.10.4_1,2071,aegypti,1.6512018623311677,0.017746512743291164,0.017746512743291164,0.004760884473047122,0.013421424689658484,3.967403727539311e-4,12.826650265171695,80.7217342645582
TUR.10.4_1,2072,aegypti,1.6689228555790074,2.6297762127804512e-8,2.6297762127804512e-8,7.119778877573424e-9,0.01354526101854539,5.933149111918035e-10,12.867303434326816,81.86614408002858
TUR.10.4_1,2073,aegypti,1.5746223118482514,4.5525803416202916e-4,4.5525803416202916e-4,1.1630311822319328e-4,0.012803531271671257,9.691938212306257e-6,12.845009548777906,80.32284090823495
TUR.10.4_1,2074,aegypti,1.6341069698673454,6.711451406692085e-4,6.711451406692085e-4,1.782058754080662e-4,0.01328353031583244,1.4850489617366543e-5,13.12341517042574,81.1707686375237
TUR.10.4_1,2075,aegypti,1.5826996621177816,4.7724305980864635e-8,4.7724305980864635e-8,1.0363428781801076e-8,0.01286872540517727,8.636190631108845e-10,12.926865009779302,81.91435231672291
TUR.39.3_1,2025,albopictus,0.019530895076422024,1.2212538471158737e-8,1.2212538471158737e-8,3.673339410426024e-11,1.5996576433286816e-4,3.0611221986870417e-12,11.69362138508472,61.71530329458402
TUR.39.3_1,2026,albopictus,0.022227463265034705,2.6270562374317945e-9,2.6270562374317945e-9,8.726019906646343e-12,1.820494308504561e-4,7.271613488633358e-13,12.900305245555572,55.42583293986804
TUR.39.3_1,2027,albopictus,0.021160181816141346,9.470180348127485e-9,9.470180348127485e-9,2.979250179890869e-11,1.733089479693343e-4,2.482701042487385e-12,12.293482306586833,63.70434970927722
TUR.39.3_1,2028,albopictus,0.020128174263812505,7.452106654292265e-9,7.452106654292265e-9,2.449751512756393e-11,1.64623508349393e-4,2.0414599428340156e-12,11.693548525857063,64.12285474213448
TUR.39.3_1,2029,albopictus,0.018976501147083658,9.786563092632298e-8,9.786563092632298e-8,3.048944430261713e-10,1.5542546130591547e-4,2.5407877706897005e-11,10.961031367865337,65.57761561147855
TUR.39.3_1,2030,albopictus,0.02241851754820868,3.209585448807339e-8,3.209585448807339e-8,1.1618606077234972e-10,1.8361405737953493e-4,9.682172751137617e-12,13.433729010807605,58.3459871935098
TUR.39.3_1,2031,albopictus,0.02144595434021356,1.5195952474311713e-7,1.5195952474311713e-7,5.352772669553474e-10,1.756492856393732e-4,4.4606440993811134e-11,12.5053898672135,60.665658824369174
TUR.39.3_1,2032,albopictus,0.018942651222808134,2.735090576664693e-8,2.735090576664693e-8,8.188194566827178e-11,1.5492825714703376e-4,6.823499177863212e-12,11.5735536247364,64.7545368201781
